Result,flag,username,timestamp
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmp5c7rs3cq.png,,,2023-10-15 10:29:45.827280
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmpnhaur_o5.png,,,2023-10-15 10:30:14.386782
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmp3ln39hxx.png,,,2023-10-15 10:30:42.957673
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmpasvn3m0r.png,,,2023-10-15 10:31:11.747539
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmpiw69nfho.png,,,2023-10-15 10:31:40.316579
/home/omen/Desktop/colorization/gradio_cached_examples/20/Result/tmpav0a4aus.png,,,2023-10-15 10:32:09.012796
